,id,now_cost,photo,gw
541,397,4.8,90105.jpg,12
542,450,4.9,502697.jpg,12
543,451,4.5,499724.jpg,12
544,452,4.9,193204.jpg,12
545,453,5.1,155511.jpg,12
546,454,4.3,456350.jpg,12
547,455,4.0,171771.jpg,12
548,456,3.9,477386.jpg,12
549,457,3.9,184386.jpg,12
550,458,4.5,463210.jpg,12
551,459,4.9,490503.jpg,12
552,460,3.9,500926.jpg,12
553,461,4.1,245719.jpg,12
554,462,5.0,504783.jpg,12
555,463,5.0,39155.jpg,12
556,464,4.0,515571.jpg,12
557,465,4.0,200428.jpg,12
558,466,4.0,167888.jpg,12
559,467,4.3,204863.jpg,12
560,468,5.0,476888.jpg,12
561,469,4.4,58376.jpg,12
562,470,4.9,147611.jpg,12
563,471,5.0,214466.jpg,12
564,472,4.0,88900.jpg,12
565,473,4.5,230348.jpg,12
566,474,4.5,219279.jpg,12
567,475,3.9,103914.jpg,12
568,476,4.4,158534.jpg,12
569,477,4.0,244845.jpg,12
570,515,4.8,149519.jpg,12
571,518,4.8,220585.jpg,12
572,584,5.0,204814.jpg,12
573,608,4.6,496661.jpg,12
574,623,5.0,551226.jpg,12
575,82,7.7,154566.jpg,12
576,478,4.0,548308.jpg,12
577,479,4.0,214572.jpg,12
578,480,5.0,202993.jpg,12
579,481,4.4,570526.jpg,12
580,482,4.9,227127.jpg,12
581,483,5.0,436234.jpg,12
582,484,4.3,115556.jpg,12
583,485,4.5,496179.jpg,12
584,486,4.3,493125.jpg,12
585,487,4.5,241157.jpg,12
586,488,4.4,40383.jpg,12
587,489,4.7,547701.jpg,12
588,490,5.0,132015.jpg,12
589,491,6.8,242898.jpg,12
590,492,6.3,445044.jpg,12
591,493,4.9,200826.jpg,12
592,494,7.6,172780.jpg,12
593,495,5.5,441164.jpg,12
594,496,4.2,199249.jpg,12
595,497,6.8,212319.jpg,12
596,498,5.0,221632.jpg,12
597,499,4.8,482442.jpg,12
598,500,4.5,490145.jpg,12
599,502,5.4,235674.jpg,12
600,503,9.9,85971.jpg,12
601,504,4.4,232859.jpg,12
602,505,4.9,487053.jpg,12
603,506,4.6,491279.jpg,12
604,507,5.0,536908.jpg,12
605,508,5.0,184254.jpg,12
606,509,6.2,165153.jpg,12
607,510,4.0,175941.jpg,12
608,609,4.5,552427.jpg,12
609,610,4.5,499721.jpg,12
610,612,5.3,550839.jpg,12
611,388,4.4,214590.jpg,12
612,511,5.0,213999.jpg,12
613,512,5.4,57531.jpg,12
614,513,4.3,84182.jpg,12
615,514,7.5,178186.jpg,12
616,516,4.3,164555.jpg,12
617,517,4.0,55459.jpg,12
618,519,4.5,490885.jpg,12
619,520,4.4,109533.jpg,12
620,521,4.0,37096.jpg,12
621,522,4.4,82143.jpg,12
622,523,5.0,84939.jpg,12
623,524,4.5,214048.jpg,12
624,525,6.2,460842.jpg,12
625,526,4.7,577114.jpg,12
626,527,5.8,224024.jpg,12
627,528,4.5,233963.jpg,12
628,529,4.4,210494.jpg,12
629,530,4.9,215439.jpg,12
630,532,4.4,103192.jpg,12
631,576,4.8,229384.jpg,12
632,587,5.7,450070.jpg,12
633,588,4.9,197024.jpg,12
634,589,6.7,91889.jpg,12
635,591,4.3,462116.jpg,12
636,643,4.0,518438.jpg,12
637,654,5.0,224860.jpg,12
638,677,4.0,536109.jpg,12
639,204,4.4,101982.jpg,12
640,533,4.7,448514.jpg,12
641,534,4.8,476502.jpg,12
642,535,5.0,231057.jpg,12
643,536,4.0,79602.jpg,12
644,537,4.5,510363.jpg,12
645,538,4.5,497606.jpg,12
646,539,4.5,589507.jpg,12
647,540,4.5,245923.jpg,12
648,541,6.8,430871.jpg,12
649,542,4.4,60232.jpg,12
650,543,4.3,87835.jpg,12
651,544,4.8,220394.jpg,12
652,545,5.0,449988.jpg,12
653,546,4.5,531363.jpg,12
654,547,4.4,593001.jpg,12
655,548,5.3,181284.jpg,12
656,549,4.5,490721.jpg,12
657,550,6.1,184754.jpg,12
658,551,4.5,240299.jpg,12
659,552,4.0,441271.jpg,12
660,553,4.9,448089.jpg,12
661,554,4.3,149065.jpg,12
662,555,4.8,429414.jpg,12
663,556,4.0,138001.jpg,12
664,557,5.0,151086.jpg,12
665,558,3.9,501837.jpg,12
666,559,4.5,200402.jpg,12
667,561,4.0,641221.jpg,12
668,562,5.5,200600.jpg,12
669,563,5.2,483081.jpg,12
670,564,4.3,231480.jpg,12
671,565,5.1,88484.jpg,12
672,566,5.6,247412.jpg,12
673,567,4.3,510362.jpg,12
674,637,4.0,560248.jpg,12
675,642,5.0,509291.jpg,12
676,655,5.5,463212.jpg,12
677,664,3.9,517179.jpg,12
0,1,5.4,438098.jpg,11
1,2,6.8,205651.jpg,11
2,3,6.2,226597.jpg,11
3,4,8.1,219847.jpg,11
4,5,4.0,463748.jpg,11
5,6,5.5,445122.jpg,11
6,7,4.8,85955.jpg,11
7,8,4.8,440854.jpg,11
8,9,6.9,444145.jpg,11
9,12,4.5,499175.jpg,11
10,13,8.2,184029.jpg,11
11,15,5.6,154561.jpg,11
12,16,6.3,204480.jpg,11
13,17,10.1,223340.jpg,11
14,18,6.0,462424.jpg,11
15,20,5.0,167199.jpg,11
16,21,4.3,192895.jpg,11
17,22,4.8,223723.jpg,11
18,23,6.9,116216.jpg,11
19,24,6.2,198869.jpg,11
20,25,4.8,206325.jpg,11
21,73,4.3,69752.jpg,11
22,186,6.7,103955.jpg,11
23,578,5.8,466075.jpg,11
24,597,4.5,499169.jpg,11
25,633,6.0,195384.jpg,11
26,638,4.5,498046.jpg,11
27,639,4.5,551221.jpg,11
28,657,4.0,588793.jpg,11
29,658,4.0,606745.jpg,11
30,659,4.5,588796.jpg,11
31,662,4.0,499167.jpg,11
32,665,4.5,461025.jpg,11
33,28,6.3,215711.jpg,11
34,29,5.2,88894.jpg,11
35,30,4.9,491287.jpg,11
36,31,5.3,195546.jpg,11
37,32,4.4,199796.jpg,11
38,33,4.5,151589.jpg,11
39,34,6.5,243557.jpg,11
40,35,4.5,165659.jpg,11
41,36,4.7,101188.jpg,11
42,37,5.0,461421.jpg,11
43,38,6.0,476344.jpg,11
44,39,4.0,462492.jpg,11
45,40,4.0,123354.jpg,11
46,41,5.4,469247.jpg,11
47,42,5.0,226944.jpg,11
48,43,4.0,465390.jpg,11
49,44,4.5,199798.jpg,11
50,45,4.7,441302.jpg,11
51,46,4.0,462381.jpg,11
52,47,5.0,98980.jpg,11
53,48,5.2,122806.jpg,11
54,49,4.4,149484.jpg,11
55,50,4.0,578545.jpg,11
56,51,4.5,111782.jpg,11
57,52,4.5,244954.jpg,11
58,53,5.4,232653.jpg,11
59,54,5.4,244850.jpg,11
60,55,4.0,248164.jpg,11
61,56,4.0,514315.jpg,11
62,57,5.5,166989.jpg,11
63,58,9.0,178301.jpg,11
64,233,5.0,449871.jpg,11
65,569,5.3,481624.jpg,11
66,598,4.0,515597.jpg,11
67,640,4.0,514287.jpg,11
68,641,4.0,516159.jpg,11
69,656,4.5,537403.jpg,11
70,59,4.3,232980.jpg,11
71,60,4.9,200785.jpg,11
72,61,4.5,444180.jpg,11
73,62,4.9,111317.jpg,11
74,63,4.9,158499.jpg,11
75,64,5.0,155408.jpg,11
76,65,5.4,168636.jpg,11
77,66,5.0,441240.jpg,11
78,67,4.5,424044.jpg,11
79,68,4.0,463981.jpg,11
80,69,4.5,523700.jpg,11
81,70,4.4,544877.jpg,11
82,71,5.3,222683.jpg,11
83,72,4.4,223911.jpg,11
84,74,5.0,533463.jpg,11
85,75,4.0,495145.jpg,11
86,76,4.8,168991.jpg,11
87,77,4.8,503139.jpg,11
88,78,5.6,437730.jpg,11
89,79,4.8,221466.jpg,11
90,80,5.0,224995.jpg,11
91,81,4.5,54469.jpg,11
92,83,5.5,201658.jpg,11
93,84,4.4,229600.jpg,11
94,85,4.4,477580.jpg,11
95,152,4.5,109745.jpg,11
96,580,4.3,554605.jpg,11
97,592,4.4,436893.jpg,11
98,599,4.0,444172.jpg,11
99,617,5.9,444102.jpg,11
100,86,4.4,191866.jpg,11
101,87,4.5,494041.jpg,11
102,88,4.5,432830.jpg,11
103,89,5.0,440089.jpg,11
104,90,4.8,183656.jpg,11
105,91,4.5,118342.jpg,11
106,92,4.3,194010.jpg,11
107,93,4.3,472713.jpg,11
108,94,4.9,204580.jpg,11
109,95,5.3,207283.jpg,11
110,96,3.9,570241.jpg,11
111,97,4.5,628204.jpg,11
112,98,5.0,249231.jpg,11
113,99,7.9,446008.jpg,11
114,100,4.2,51927.jpg,11
115,101,4.8,128295.jpg,11
116,102,4.9,428580.jpg,11
117,103,4.5,450539.jpg,11
118,104,4.5,231065.jpg,11
119,105,4.4,226956.jpg,11
120,106,5.2,513418.jpg,11
121,107,5.9,502500.jpg,11
122,108,7.3,144485.jpg,11
123,109,4.0,507433.jpg,11
124,110,6.0,216646.jpg,11
125,111,4.4,508395.jpg,11
126,112,4.5,48760.jpg,11
127,314,4.8,244858.jpg,11
128,338,4.0,444765.jpg,11
129,602,4.5,591357.jpg,11
130,634,4.9,626464.jpg,11
131,649,4.0,499717.jpg,11
132,661,4.5,592662.jpg,11
133,674,4.5,220695.jpg,11
134,113,5.3,535818.jpg,11
135,114,4.5,475480.jpg,11
136,115,5.0,535301.jpg,11
137,116,4.0,543158.jpg,11
138,118,4.5,519324.jpg,11
139,119,4.9,168090.jpg,11
140,120,4.4,83299.jpg,11
141,121,5.4,474120.jpg,11
142,122,5.0,204214.jpg,11
143,123,5.5,487117.jpg,11
144,124,5.0,243568.jpg,11
145,125,6.5,60307.jpg,11
146,126,5.0,532529.jpg,11
147,127,5.0,612855.jpg,11
148,128,4.4,223434.jpg,11
149,129,5.4,475168.jpg,11
150,130,4.5,484658.jpg,11
151,131,4.4,232792.jpg,11
152,132,6.5,109345.jpg,11
153,133,4.5,550141.jpg,11
154,134,5.0,15157.jpg,11
155,135,5.3,592031.jpg,11
156,136,6.5,451340.jpg,11
157,137,4.4,243505.jpg,11
158,138,4.5,574402.jpg,11
159,139,4.0,445548.jpg,11
160,140,4.5,491598.jpg,11
161,141,4.9,441192.jpg,11
162,142,4.3,49262.jpg,11
163,143,5.5,450434.jpg,11
164,144,4.5,469142.jpg,11
165,145,4.5,111478.jpg,11
166,146,4.5,489639.jpg,11
167,147,4.3,110735.jpg,11
168,148,5.9,50175.jpg,11
169,149,4.8,467779.jpg,11
170,595,5.4,513433.jpg,11
171,600,5.0,509416.jpg,11
172,601,5.0,513834.jpg,11
173,615,4.0,472739.jpg,11
174,618,5.6,463067.jpg,11
175,628,4.5,231416.jpg,11
176,629,5.5,219249.jpg,11
177,663,4.0,447720.jpg,11
178,668,4.0,565858.jpg,11
179,150,4.5,532605.jpg,11
180,151,4.5,518620.jpg,11
181,153,4.3,242880.jpg,11
182,154,4.0,482158.jpg,11
183,155,4.0,122074.jpg,11
184,157,4.9,486672.jpg,11
185,158,4.4,505187.jpg,11
186,160,4.7,172850.jpg,11
187,161,4.8,478912.jpg,11
188,162,4.6,460028.jpg,11
189,163,5.0,179268.jpg,11
190,164,5.4,520295.jpg,11
191,165,5.0,617054.jpg,11
192,166,5.6,215413.jpg,11
193,167,4.3,220362.jpg,11
194,168,4.8,448047.jpg,11
195,169,5.9,232787.jpg,11
196,170,4.0,514280.jpg,11
197,171,4.9,482609.jpg,11
198,172,4.9,225796.jpg,11
199,173,4.4,549068.jpg,11
200,174,4.5,514356.jpg,11
201,175,6.3,66749.jpg,11
202,176,4.5,204727.jpg,11
203,177,6.4,248857.jpg,11
204,178,4.8,499309.jpg,11
205,179,6.2,465920.jpg,11
206,180,7.9,517052.jpg,11
207,181,5.9,213198.jpg,11
208,182,11.0,244851.jpg,11
209,183,4.4,457569.jpg,11
210,184,4.5,551230.jpg,11
211,185,4.7,215059.jpg,11
212,187,4.3,109646.jpg,11
213,189,4.5,444463.jpg,11
214,386,6.3,209243.jpg,11
215,560,6.2,247632.jpg,11
216,575,4.0,488464.jpg,11
217,581,4.2,508479.jpg,11
218,621,6.1,428399.jpg,11
219,11,5.9,205533.jpg,11
220,159,4.4,180736.jpg,11
221,190,4.5,466117.jpg,11
222,193,4.9,438464.jpg,11
223,194,4.4,427623.jpg,11
224,195,4.3,515621.jpg,11
225,196,4.4,57328.jpg,11
226,197,4.5,450535.jpg,11
227,199,6.6,232413.jpg,11
228,200,4.5,209036.jpg,11
229,201,4.4,172649.jpg,11
230,202,4.3,156074.jpg,11
231,203,4.9,108413.jpg,11
232,205,5.1,209400.jpg,11
233,206,4.8,152551.jpg,11
234,207,7.3,231747.jpg,11
235,208,4.4,536694.jpg,11
236,209,4.0,169593.jpg,11
237,210,4.9,244723.jpg,11
238,211,4.8,247348.jpg,11
239,212,4.5,531989.jpg,11
240,213,4.5,450542.jpg,11
241,214,4.7,86417.jpg,11
242,215,4.3,55494.jpg,11
243,216,4.8,496221.jpg,11
244,445,4.0,224068.jpg,11
245,585,5.7,232185.jpg,11
246,644,4.5,574398.jpg,11
247,645,4.5,489706.jpg,11
248,646,4.5,579075.jpg,11
249,647,4.5,530318.jpg,11
250,650,4.5,437499.jpg,11
251,666,4.0,590012.jpg,11
252,156,5.4,440323.jpg,11
253,217,5.2,121599.jpg,11
254,218,5.0,486385.jpg,11
255,219,4.8,480455.jpg,11
256,220,5.9,177815.jpg,11
257,221,4.3,59949.jpg,11
258,222,4.9,80801.jpg,11
259,223,5.0,232928.jpg,11
260,224,5.3,221399.jpg,11
261,225,4.0,194164.jpg,11
262,226,4.5,490094.jpg,11
263,227,4.0,222627.jpg,11
264,228,4.3,106611.jpg,11
265,229,4.9,115382.jpg,11
266,230,5.8,433154.jpg,11
267,231,4.3,224967.jpg,11
268,232,5.4,440993.jpg,11
269,234,4.4,243571.jpg,11
270,235,4.9,111234.jpg,11
271,236,4.8,17761.jpg,11
272,237,4.9,491012.jpg,11
273,238,4.5,18892.jpg,11
274,577,5.1,463903.jpg,11
275,582,4.7,512462.jpg,11
276,603,4.5,609873.jpg,11
277,614,4.5,491557.jpg,11
278,624,4.0,40349.jpg,11
279,627,4.0,496178.jpg,11
280,651,5.0,179519.jpg,11
281,10,5.0,200641.jpg,11
282,19,5.7,209289.jpg,11
283,191,4.3,174874.jpg,11
284,239,5.1,159533.jpg,11
285,240,5.2,156689.jpg,11
286,241,4.5,232892.jpg,11
287,242,4.0,428971.jpg,11
288,243,4.8,76357.jpg,11
289,244,4.2,166477.jpg,11
290,245,4.4,219924.jpg,11
291,246,4.5,515024.jpg,11
292,247,5.5,153133.jpg,11
293,248,5.0,80201.jpg,11
294,249,4.9,212314.jpg,11
295,250,4.0,120721.jpg,11
296,251,5.6,244042.jpg,11
297,252,5.8,102057.jpg,11
298,253,4.5,82514.jpg,11
299,254,4.8,153366.jpg,11
300,255,4.7,169528.jpg,11
301,256,5.0,490146.jpg,11
302,257,4.5,167074.jpg,11
303,258,5.0,245824.jpg,11
304,259,5.2,153682.jpg,11
305,579,4.2,184349.jpg,11
306,586,4.4,246301.jpg,11
307,604,4.5,577725.jpg,11
308,605,4.5,573062.jpg,11
309,622,5.0,207189.jpg,11
310,260,4.8,462387.jpg,11
311,261,4.0,517178.jpg,11
312,262,4.9,173818.jpg,11
313,263,3.9,122411.jpg,11
314,264,4.9,149929.jpg,11
315,265,5.2,196411.jpg,11
316,266,4.0,232228.jpg,11
317,267,4.5,455084.jpg,11
318,268,5.6,463034.jpg,11
319,269,4.0,214964.jpg,11
320,270,4.0,449429.jpg,11
321,271,4.9,167191.jpg,11
322,272,5.4,222625.jpg,11
323,273,4.5,524180.jpg,11
324,274,5.2,503301.jpg,11
325,275,4.0,222018.jpg,11
326,276,4.5,94926.jpg,11
327,277,4.5,106606.jpg,11
328,278,4.9,74944.jpg,11
329,279,4.0,246265.jpg,11
330,280,4.0,434044.jpg,11
331,281,4.8,231899.jpg,11
332,282,4.0,180804.jpg,11
333,283,4.4,108813.jpg,11
334,284,4.0,220583.jpg,11
335,359,4.9,155405.jpg,11
336,568,4.4,232917.jpg,11
337,583,4.0,108053.jpg,11
338,611,5.8,172453.jpg,11
339,619,4.5,454667.jpg,11
340,630,4.0,216616.jpg,11
341,631,5.5,443261.jpg,11
342,632,4.9,229164.jpg,11
343,117,5.1,536916.jpg,11
344,192,5.2,80146.jpg,11
345,198,5.2,199670.jpg,11
346,285,4.4,225902.jpg,11
347,286,4.5,461416.jpg,11
348,287,4.4,197469.jpg,11
349,288,4.0,94147.jpg,11
350,289,4.8,245419.jpg,11
351,290,5.2,96994.jpg,11
352,291,4.2,218218.jpg,11
353,292,4.4,549640.jpg,11
354,293,4.5,467189.jpg,11
355,294,4.0,207270.jpg,11
356,295,4.6,220627.jpg,11
357,296,4.5,481510.jpg,11
358,297,4.5,461584.jpg,11
359,298,5.3,154048.jpg,11
360,299,4.8,461587.jpg,11
361,300,5.0,203341.jpg,11
362,301,4.0,473341.jpg,11
363,302,4.2,111931.jpg,11
364,303,4.0,194190.jpg,11
365,304,4.0,436680.jpg,11
366,305,3.9,244619.jpg,11
367,306,5.7,101668.jpg,11
368,307,4.0,93100.jpg,11
369,308,4.0,95463.jpg,11
370,309,4.5,157668.jpg,11
371,501,4.9,209042.jpg,11
372,570,5.4,531442.jpg,11
373,606,4.5,532534.jpg,11
374,616,4.0,501770.jpg,11
375,635,4.9,513527.jpg,11
376,310,5.4,116535.jpg,11
377,311,7.0,169187.jpg,11
378,312,4.5,535928.jpg,11
379,313,4.7,492777.jpg,11
380,315,4.5,491970.jpg,11
381,316,7.1,447203.jpg,11
382,317,7.3,194634.jpg,11
383,318,4.5,496208.jpg,11
384,319,5.2,444884.jpg,11
385,320,4.7,158983.jpg,11
386,321,7.1,243298.jpg,11
387,322,4.8,171287.jpg,11
388,323,5.0,441266.jpg,11
389,324,5.3,206915.jpg,11
390,325,4.4,200720.jpg,11
391,326,5.3,204716.jpg,11
392,327,7.7,244731.jpg,11
393,328,12.8,118748.jpg,11
394,329,6.2,243016.jpg,11
395,330,4.4,491501.jpg,11
396,331,4.4,440148.jpg,11
397,332,4.0,197464.jpg,11
398,333,4.0,441428.jpg,11
399,334,4.0,219937.jpg,11
400,335,5.9,122798.jpg,11
401,336,6.3,424876.jpg,11
402,337,4.6,214285.jpg,11
403,339,6.2,97032.jpg,11
404,636,6.8,223541.jpg,11
405,660,4.0,432987.jpg,11
406,669,4.0,464353.jpg,11
407,340,5.5,211975.jpg,11
408,341,5.3,126184.jpg,11
409,342,6.5,165809.jpg,11
410,343,4.7,477555.jpg,11
411,344,4.0,17601.jpg,11
412,345,9.4,61366.jpg,11
413,346,6.3,248875.jpg,11
414,347,5.5,121160.jpg,11
415,348,9.3,209244.jpg,11
416,349,6.4,114283.jpg,11
417,350,6.3,477424.jpg,11
418,351,15.3,223094.jpg,11
419,352,7.0,461358.jpg,11
420,353,5.3,121145.jpg,11
421,354,5.6,91651.jpg,11
422,355,4.9,477064.jpg,11
423,356,4.9,465351.jpg,11
424,357,4.7,432714.jpg,11
425,358,5.3,88248.jpg,11
426,360,6.3,220566.jpg,11
427,361,5.5,171314.jpg,11
428,362,5.3,97299.jpg,11
429,363,5.2,58621.jpg,11
430,571,6.5,510281.jpg,11
431,607,5.0,472769.jpg,11
432,625,6.5,59859.jpg,11
433,626,4.5,476369.jpg,11
434,671,4.5,516250.jpg,11
435,672,4.0,554194.jpg,11
436,364,4.9,493250.jpg,11
437,365,5.7,467169.jpg,11
438,366,8.2,141746.jpg,11
439,367,4.3,451302.jpg,11
440,368,4.8,61256.jpg,11
441,369,5.1,216051.jpg,11
442,370,5.4,80607.jpg,11
443,371,4.4,37642.jpg,11
444,372,6.3,493105.jpg,11
445,373,4.5,465527.jpg,11
446,374,4.0,21205.jpg,11
447,375,6.9,497894.jpg,11
448,376,4.3,184667.jpg,11
449,377,4.9,95658.jpg,11
450,378,5.2,516895.jpg,11
451,379,4.4,222690.jpg,11
452,380,4.4,221820.jpg,11
453,381,4.9,195851.jpg,11
454,382,6.3,184341.jpg,11
455,383,5.0,202641.jpg,11
456,384,5.0,488404.jpg,11
457,385,6.9,176297.jpg,11
458,387,4.9,106760.jpg,11
459,389,6.6,458249.jpg,11
460,572,4.3,550864.jpg,11
461,593,5.0,209365.jpg,11
462,594,4.5,230001.jpg,11
463,613,4.5,490881.jpg,11
464,648,4.5,575034.jpg,11
465,652,4.9,232112.jpg,11
466,667,4.5,547037.jpg,11
467,670,4.0,577974.jpg,11
468,673,4.5,556639.jpg,11
469,390,4.0,545477.jpg,11
470,391,5.6,179018.jpg,11
471,392,6.4,201666.jpg,11
472,393,4.4,220237.jpg,11
473,394,6.2,208706.jpg,11
474,395,4.4,78916.jpg,11
475,396,4.3,67089.jpg,11
476,398,7.2,232826.jpg,11
477,399,4.3,487838.jpg,11
478,400,4.5,153127.jpg,11
479,401,8.3,219168.jpg,11
480,402,5.0,114243.jpg,11
481,403,6.0,180974.jpg,11
482,404,4.3,235530.jpg,11
483,405,4.4,111773.jpg,11
484,406,4.5,564510.jpg,11
485,407,4.5,101148.jpg,11
486,408,4.0,194799.jpg,11
487,409,4.5,441191.jpg,11
488,410,4.7,180135.jpg,11
489,411,5.0,547719.jpg,11
490,412,4.3,111452.jpg,11
491,413,5.0,98747.jpg,11
492,414,4.0,19236.jpg,11
493,415,5.4,119471.jpg,11
494,416,4.0,169359.jpg,11
495,417,5.5,432422.jpg,11
496,418,5.6,77794.jpg,11
497,419,4.5,461484.jpg,11
498,420,4.8,200089.jpg,11
499,421,6.9,75115.jpg,11
500,574,4.0,578512.jpg,11
501,590,5.0,538207.jpg,11
502,26,4.4,106468.jpg,11
503,422,4.7,159506.jpg,11
504,423,5.0,215379.jpg,11
505,424,5.6,210156.jpg,11
506,425,4.3,90585.jpg,11
507,426,4.5,245830.jpg,11
508,427,4.3,475123.jpg,11
509,428,4.5,569014.jpg,11
510,429,4.7,513046.jpg,11
511,430,4.9,230251.jpg,11
512,431,4.8,250199.jpg,11
513,432,5.2,449434.jpg,11
514,433,6.3,222531.jpg,11
515,434,5.4,209046.jpg,11
516,435,4.5,244930.jpg,11
517,436,4.5,575476.jpg,11
518,437,4.4,215136.jpg,11
519,438,4.5,204822.jpg,11
520,439,5.0,243345.jpg,11
521,440,4.3,466404.jpg,11
522,441,4.0,209035.jpg,11
523,442,4.4,210462.jpg,11
524,443,4.6,85633.jpg,11
525,444,4.3,114241.jpg,11
526,446,4.5,201440.jpg,11
527,447,6.5,60689.jpg,11
528,448,4.5,208912.jpg,11
529,449,4.9,204968.jpg,11
530,531,6.2,101178.jpg,11
531,573,4.5,227444.jpg,11
532,596,5.9,510500.jpg,11
533,620,5.5,502222.jpg,11
534,653,4.5,485047.jpg,11
535,14,4.4,225321.jpg,11
536,27,5.0,433979.jpg,11
537,188,4.5,503714.jpg,11
538,397,4.8,90105.jpg,11
539,450,4.9,502697.jpg,11
540,451,4.5,499724.jpg,11
541,452,4.9,193204.jpg,11
542,453,5.1,155511.jpg,11
543,454,4.3,456350.jpg,11
544,455,4.0,171771.jpg,11
545,456,3.9,477386.jpg,11
546,457,3.9,184386.jpg,11
547,458,4.5,463210.jpg,11
548,459,4.9,490503.jpg,11
549,460,3.9,500926.jpg,11
550,461,4.1,245719.jpg,11
551,462,5.0,504783.jpg,11
552,463,5.0,39155.jpg,11
553,464,4.0,515571.jpg,11
554,465,4.0,200428.jpg,11
555,466,4.0,167888.jpg,11
556,467,4.3,204863.jpg,11
557,468,5.0,476888.jpg,11
558,469,4.4,58376.jpg,11
559,470,4.9,147611.jpg,11
560,471,5.0,214466.jpg,11
561,472,4.0,88900.jpg,11
562,473,4.5,230348.jpg,11
563,474,4.5,219279.jpg,11
564,475,3.9,103914.jpg,11
565,476,4.4,158534.jpg,11
566,477,4.0,244845.jpg,11
567,515,4.8,149519.jpg,11
568,518,4.8,220585.jpg,11
569,584,5.1,204814.jpg,11
570,608,4.6,496661.jpg,11
571,623,5.0,551226.jpg,11
572,82,7.7,154566.jpg,11
573,478,4.0,548308.jpg,11
574,479,4.0,214572.jpg,11
575,480,5.0,202993.jpg,11
576,481,4.4,570526.jpg,11
577,482,4.9,227127.jpg,11
578,483,5.0,436234.jpg,11
579,484,4.3,115556.jpg,11
580,485,4.5,496179.jpg,11
581,486,4.3,493125.jpg,11
582,487,4.5,241157.jpg,11
583,488,4.4,40383.jpg,11
584,489,4.7,547701.jpg,11
585,490,5.0,132015.jpg,11
586,491,6.7,242898.jpg,11
587,492,6.3,445044.jpg,11
588,493,4.9,200826.jpg,11
589,494,7.6,172780.jpg,11
590,495,5.5,441164.jpg,11
591,496,4.2,199249.jpg,11
592,497,6.8,212319.jpg,11
593,498,5.1,221632.jpg,11
594,499,4.8,482442.jpg,11
595,500,4.5,490145.jpg,11
596,502,5.4,235674.jpg,11
597,503,9.9,85971.jpg,11
598,504,4.4,232859.jpg,11
599,505,4.9,487053.jpg,11
600,506,4.6,491279.jpg,11
601,507,5.0,536908.jpg,11
602,508,5.0,184254.jpg,11
603,509,6.2,165153.jpg,11
604,510,4.0,175941.jpg,11
605,609,4.5,552427.jpg,11
606,610,4.5,499721.jpg,11
607,612,5.3,550839.jpg,11
608,388,4.4,214590.jpg,11
609,511,5.0,213999.jpg,11
610,512,5.4,57531.jpg,11
611,513,4.4,84182.jpg,11
612,514,7.5,178186.jpg,11
613,516,4.3,164555.jpg,11
614,517,4.0,55459.jpg,11
615,519,4.5,490885.jpg,11
616,520,4.4,109533.jpg,11
617,521,4.0,37096.jpg,11
618,522,4.4,82143.jpg,11
619,523,5.0,84939.jpg,11
620,524,4.5,214048.jpg,11
621,525,6.2,460842.jpg,11
622,526,4.7,577114.jpg,11
623,527,5.8,224024.jpg,11
624,528,4.5,233963.jpg,11
625,529,4.4,210494.jpg,11
626,530,5.0,215439.jpg,11
627,532,4.4,103192.jpg,11
628,576,4.8,229384.jpg,11
629,587,5.7,450070.jpg,11
630,588,4.9,197024.jpg,11
631,589,6.7,91889.jpg,11
632,591,4.3,462116.jpg,11
633,643,4.0,518438.jpg,11
634,654,5.0,224860.jpg,11
635,204,4.4,101982.jpg,11
636,533,4.7,448514.jpg,11
637,534,4.8,476502.jpg,11
638,535,5.0,231057.jpg,11
639,536,4.0,79602.jpg,11
640,537,4.5,510363.jpg,11
641,538,4.5,497606.jpg,11
642,539,4.5,589507.jpg,11
643,540,4.5,245923.jpg,11
644,541,6.7,430871.jpg,11
645,542,4.4,60232.jpg,11
646,543,4.3,87835.jpg,11
647,544,4.8,220394.jpg,11
648,545,5.0,449988.jpg,11
649,546,4.5,531363.jpg,11
650,547,4.5,593001.jpg,11
651,548,5.3,181284.jpg,11
652,549,4.5,490721.jpg,11
653,550,6.1,184754.jpg,11
654,551,4.5,240299.jpg,11
655,552,4.0,441271.jpg,11
656,553,4.9,448089.jpg,11
657,554,4.3,149065.jpg,11
658,555,4.8,429414.jpg,11
659,556,4.0,138001.jpg,11
660,557,5.0,151086.jpg,11
661,558,4.0,501837.jpg,11
662,559,4.5,200402.jpg,11
663,561,4.0,641221.jpg,11
664,562,5.5,200600.jpg,11
665,563,5.2,483081.jpg,11
666,564,4.3,231480.jpg,11
667,565,5.1,88484.jpg,11
668,566,5.6,247412.jpg,11
669,567,4.3,510362.jpg,11
670,637,4.0,560248.jpg,11
671,642,5.0,509291.jpg,11
672,655,5.5,463212.jpg,11
673,664,4.0,517179.jpg,11
0,1,5.5,438098.jpg,2
1,2,7.0,205651.jpg,2
2,3,6.0,226597.jpg,2
3,4,8.0,219847.jpg,2
4,5,4.0,463748.jpg,2
5,6,5.5,445122.jpg,2
6,7,5.0,85955.jpg,2
7,8,5.0,440854.jpg,2
8,9,7.0,444145.jpg,2
9,10,5.0,200641.jpg,2
10,11,6.0,205533.jpg,2
